review,name,location,stars
"


KFC is hit or miss at this location. I've had bad experience with dry chicken but went here recently and was pleasantly surprised! Chicken was juicy and flavorful!
Note: Employees were not wearing PPE behind the new acrylic shield. There were around 5 people working the back.
",Theresa N.,"Inner Sunset, San Francisco, CA
",3
"KFC does not accept Apple Pay, so I ended up using their card machine. I took out my visa card, which I rarely do and inserted my chip card in their machine. The next day, I was alerted by my VISA card that there was potential fraud happening on my card.
A $1 charge was made by LevelUp, which is the platform KFC uses for their online orders. Someone attempted to charge a higher priced item on my card.  Someone called my credit card company pretending to be me trying to add another person access to my account.
I recommend you use cash when you pay for your KFC order.  
Any involvement with LevelUp is a risk.

another fraud example

examples of other fraud cases
",Eileen T.,"
San Francisco, CA
",1
"
I went to order the popcorn chicken that they currently have a promotion on. 70 pieces for $10. I asked 2 separate associates and even showed them a picture of the promo. They assured me that was what I will be getting. So I place an order for 2 of the promo. They asked if I could wait while they cook up some more popcorn chicken. I said sure not a problem. About 10-15 later my order was ready. I should have known better and double checked my order at the restaurant because when I got home and opened up the boxes. It was nothing close to 70 pieces. Maybe if I added both boxes together there might have been 70. KFC your prices have been going up while your quality have definitely been going down. I've been a KFC fan for almost 35 years. I've tried to turn the other cheek over the past decade, but I think this last visit is the one that broke the camel's back. Thank you for the memories but peace out.

Ps a friend of mine went to another location and his experience was the same. No where near what they advertised.
",Thomas P.,"
San Francisco, CA
",1
"
Customer service was very poor, manager cannot open more than one cashier when there was over seven people waiting in line after 25 minutes of waiting, customer service is slow and efficient. Clientele is often rude and inconsiderate. Bad service slow and in efficient

",Val L.,"
San Francisco, CA
",1
"
This place has a new make over and it's nice and clean. I like that now they make to order which is really nice because yes is not fresh obviously its fast food but at least the food hasn't been sitting around all day. They actually make it when you order. Plus also the handsome good service is super sweet and friendly",Michele T.,"
San Francisco, CA",5
"
Staff so rude the big lady work like cashier yell to custmoer no respect so ruuuuude women and durty lady in kfc traval st san francisco
",Mohamed G.,"
Outer Mission, San Francisco, CA
",1
"
Little girl with glasses that works at the register just beeing extremly rude everytime. There is a feeling that she simply throws off her negativity on the customers, after black woman bitching her out in front of the whole store. Poor girl... these kind of managers deserve employers like that. That  location became a disaster after mexican manager woman left. Other black woman beeing very rude too and she also makes mistakes. Hope they will change the whole team soon if you can call it so :)
",David A.,"
San Francisco, CA
",1
"
The employee in this place probably sanitizes the place once every couple week. There are flies all over the place, and the cashier is super rude.
",Packu D.,"
San Francisco, CA
",1
"
Well, sometimes one desires to order from KFC every once in a while.  I must admit that this is the only location for miles.  It's been in the neighborhood for decades actually & has been there for our long ago picnics when our son was a baby and over the subsequent years.

With COVID-19 and SIP orders in our immediate lives nowadays delivery is the best way to go when ordering food.  KFC is one of the BEST in delivery at least here in the vicinity of this location.  It's via Grubhub & we've always had our orders prepared and delivered immediately.  The delivery people are always great.

The chicken and sides have always been hot and fresh.  So no complaints there.

However, there is one negative point:  Price per side.  The photos of the sides are misleading for the 'small' sizes.  Be aware that for $3.09 per mashed potato it's one of those teeny tiny red plastic containers you'll receive.  Same with the corn @ $3.99 each.  Very very expensive for what it is.  They need to lower the prices of these as it's way to exorbitant!
",A L.,"
Northern California, CA
",4
"This is a good place to get KFC within in the limited fast food selections for chicken in San Francisco. I got the fried chicken with waffles and is was delicious.
Chicken and Waffles finally arrived at KFC
Yummy","Juan V.
","
San Francisco, CA",4
"
It's a fast food chain. I don't expect much; but fried chicken. And they haven't served me anything else; but the Colonel Sanders fried chicken. Sides are always consistent.  It does get busy after school gets out, Being that a high school is near by. But that just something to think about; if you're in a hurry.
","
Gerardo V.","
San Francisco, CA",4
"
I stopped in for a quick lunch on my way to work. The food was very fresh and hot. It also tasted delicious. The staff was friendly and accommodating. The one big drawback I had during my visit was that I had to pass up three tables because they still had crumbs on them. The store did not seem that busy at the time. I didn't see a legitimate reason why they tables had not been cleared.
","Mia L.
","
Oakland, CA",3
"
When I order ahead of time, they always have my order ready and the drumsticks and thighs are still hot. Some of the workers do seem to get in arguments with customer at times when I order in person but I've never had a bad experience. Sometimes I get a few drumsticks that are on the drier side but usually am pretty satisfied with the juiciness and tenderness of the thighs.
",Simon L.,"
San Francisco, CA",3
"
How does Kentucky fried chicken run out of chicken at 9pm when they close at 10pm? Chicken is literally part of your name. I'm sure there was more chicken but they didn't want to fry it in case it turns out to be a waste since it's towards the end of the night. I get it but there was still people coming in and lining up at 9pm. Settled for hot wings and a chicken sandwich. The hot wings were old, over cooked/fried and sad. Chicken sandwich is no where near on par with jolliebee, Popeyes or chick-fil-a. This isn't the first time I've gotten crappy food at this location. I hope kfc's general manager/ district manager sees this review and does some kind of secret shopping or investigation to see how crappy their quality of food is. I have no problem with the employees. Just quality of food or lack thereof.
",Vinh T.,"
Hayward, CA",1
"
I have recently ordered delivery  through Uber Eats from both the KFC and Taco Bell sides here.   Every order I have received has had something wrong: missed items, wrong items, or a mixture of both. The food itself was fine, meaning it's what you expect from KFC and/or Taco Bell. But the intractable in attentiveness is discouraging. So I will satisfy my low-rent fast-food impulses elsewhere
",Michael F.,"
San Francisco, CA
",1
"
The fat black woman very Rude.She's not Tell the Customer where to wait the line.Shit.","Sathya C.
","
Parkside, San Francisco, CA",1
"
Rudest, dumbest and slowest workers that I have ever seen.  I left and went to the KFC o Ocean, and they were fast and pleasant.
Oww ..
",Wilko S.,"
San Francisco, CA",1
"
I found what looks to be a piece of nail clippings in my Famous Bowl, it was a hard thing, clearly not something that belongs in the bowl. Disgusting.Nail clipping? Inside a Famous Bowl
","Outer Richmond,"," San Francisco, CA",1
"This place is terrible, it should be shutdown or have ownership changed. Ordered thru Grubhub a chicken tender meal. My delivery came and I only got the chicken tenders and nothing else. The driver himself told me to never order from this location, said employees don't care. Never will order from this location again or recommend it to anyone.
","Thomas Crown O.

","San Francisco, CA
",1
"
I went in and saw three males were chatting behind the counter very close to each other.  No one wears a mask.  While the person who took my order, the other two were still chatting.  Toward the end, the person who was handling my order started talking while he was putting a paper lid on my bucket.  One of the other two males grabbed a paper bag, opened up while still talking, my order was placed in the paper bag while all three were talking.  As I was driving home, I just couldn't shake off the thoughts that their saliva might have landed on their counter, my bucket, and paper bag.  I ended up throwing everything away.  We are in a pandemic, how could they being so ignorant and selfish.  Never return to this place again!","Patty K.
","
San Francisco, CA",1
"
I came in here a few times and I've always noticed that they only have around 2-3 people working so waiting can take a long time. I haven't gotten anything else from here but the chicken and the mashed potatoes. They're alright
","Winnie D.
","
Outer Sunset, San Francisco, CA",3
"
This kfc closes at 10pm. Came here just now, on a Sunday at 9pm, they said they outta chicken... wtf.Ordered a triple double crunchwrap thats suppose to be $3.50 n was charged a $5 box meal.Tried to order a large mash potato n they say they only have 1 small mash potato left...The fck? Never ever been to a kfc that ran out of chicken an hr before closing time before.
",Tammy F.,"
San Francisco, CA",1
"
out of white meat today?  Um....So my grandparents like their fried chicken.  I'd like to find a different place in SF which does take out fried chicken, but I've yet to come up with anything within reason.  Those with ideas, please share.
Thanks.
","
David B.","Dixon, CA",2
"
Started coming here when the price of a chicken and biscuit was less than $2.00. But had to stop after getting food poisoning from something. Then I remember when I waited in line for the $1 Tuesday specials which quickly moved to $1.69.
Now I come back and prices and nothing is the same anymore. Staff isn't very friendly and prices aren't comparable to other fast food places.
","M C.
","
Olivehurst, CA",3
"
Please listen to other bad comments!
This location always runs out of food hours before closing time. I tried to call in advance before driving there and no one ever picks up.
Btw, Was helped by Wilson and he is just rude by nature. I don't understand how he got hired, hence, KFC really has no standard here!
Never coming back.
",Jesse N.,"
Santa Clara, CA",1
"Not all KFC's are created equally in SF. The branch on 6th avenue and Geary has never been ""on"" with their flavors and seasonings, bleh! They're even a little oily.
That's why I would rather come to this Taraval location. They always have their chicken DOWN! Add to that, the service here is fast, friendly, and precise!
The only negative about the KFC Taraval is that parking bites most of the time and so does the traffic safety. Even though there's a designated and marked pedestrian crosswalk, cars come speeding though when you are trying to walk from one corner to the other, barely missing you sometimes! I mean, what kind of rush can a driver accomplish by speeding through an intersection only to have to stop at a red light that's 1/2 block up?!?!?!
Oh, wait, there's a SFPD Station up the block? Well then, maybe the police should pass out more tickets here!!!
","Richard T.

","Carlsbad, CA",3
"
This is a disgusting kfc! The chicken is half cooked and It looks weird. I'll never order from here again..
",Ray K.,"
San Francisco, CA",1
"
This KFC is the worst in SF. The chicken always over cook. Never have crispy and spicy chicken. Plus this KFC is very dirty. I wont be back.....!! One star is way too much for this place.
",Happy F.,"
San Francisco, CA",1
"
Come because of Paulette, she's a gem and offers a great a show!  
She has a personality that will keep you on your toes. Definitely an experience coming to this location.
","Andre N.
","San Francisco, CA
",5
"
This is the KFC I go for four year in my high schools, I always buying their chicken because they make my food right. Keep doing good business in the future.
",Jackie L.,"
San Francisco, CA",5
"
Very gross place.  Feels dirty and rundown.  Plus always flies/gnats flying around.  Honestly the don't seem to do much business here either because I'm always the only customer in there when I go.  I think they only reason they're surviving is from the kids from Lincoln High School.... wont' be back...
",G. R.,"
San Francisco, CA",1
"
I would zero stars if I could.
1. I overheard the manager saying that she was holding some of the food on the side so she could take it to church. WTF. I'm assuming she's the manager cuz she was sitting around doing nothing and telling the workers what to do.
2. The workers are a mess.
3. They give you very little food compared to before.
4. They don't give you a bag or napkins or sauce. You have to ask for it.
5. Go to Popeyes.
",Lorraine N.,"
Honolulu, HI",1
"
Can't a girl get some KFC?  Seriously!  

I take my precious pup to the optometrist on Taraval and this particular KFC is across the street.  Twice I have gone in (against my better judgment) I made an effort to get me some greasy fried chicken.  And twice now I have stood at the counter waiting for the staff behind the counter to 1. acknowledge me and 2. take my order; I was not acknowledged therefore no order was taken.  Really?  What is up with that?

The first time I went in, albeit, I was not patient (parking meter was running out of time), I gave them a minute to at least acknowledge my presence -- I was ignored.  Piece, I'm out; and I do mean piece as in piece of chicken.

This last time (and I do mean LAST time) I allotted myself extra time and put more money in the parking meter because I knew it was going to take some time to 1. be acknowledged and 2. give my order and wait for the meal.

Inside the restaurant there was a family of three in front of me and no one else.  The family ordered their meals and the young man behind the counter took their order/money and told them it would be about 10 minutes.  

I'm observing the other staff in the back behind a monstrosity that looks like a set up station and figured they would be the ones to put together the order while the young man continues to take another order; my order.  I was wrong.  

While standing at the counter for what felt like forever I was completely ignored by the young man taking orders and the three staff members behind the monstrosity.  

Slowly the young man started to put together the orders from the family ahead of me.  Let me tell you, he moved slower than molasses.  During this time not once did he look up to acknowledge my presence and/or say I'll be right with you, instead, he continued to move slow and steady processing the orders in what appeared as he didn't know the menu.  

I painfully watched this display for about 7+ minutes while his co-workers moved just as slow in the back going on about doing nothing.

My time is precious, the parking meter is running out and well, like that, I'm out too.  And never to return because, in the 7+ forever minutes I stood there I noticed how dirty and dingy this KFC looked and well, I'm not sure what their health inspection score is but I can bet it's 80% or lower.  

Just an observation.
",Cris B.,"
San Francisco, CA",1
"
Ugh I do not understand all of the 2-star reviews. Are you rating based on quality of food? Nutritional value? Customer service? You're at KFC/Taco Bell, y'all. If you're looking for fine dining at KFC/Taco Bell then you're going to have a bad time.5 stars because:
1.) they have parking lot (small but FREE PARKING)
2.) they are FAST. Seriously. I come here a lot and I never have to wait more than a few minutes for my food.
3.) customer service isn't even bad. They always thank me for my business and don't stare at me like they hate me when I say ""no tomatoes"".
4.) mmmmm comfort food
5.) Free refills lol
Mmmmm
","
Jennifer H.","
San Francisco, CA",5
"
The 5 stars is for the amazing staff at this location. I  hope management reads reviews. I take my son to the Parkside library across the street and every once in a while a person craves some potato wedges. Paulette, and I believe the other cashier is Maria, are so unbelievably kind and friendly to my son and I whenever we see them. Please give these lovely ladies raises!
",M-E C.,"
Oakland, CA",5
"
Same as any other KFC. I understand the low ratings because its a KFC, but many locals go here for food to-go. There might be a long line but an empty restaurant. I dont think it will go out of business soon.
",Cecile S.,"
Northern California, CA
",3
"

1st of all If u look at my profile I can't remember ever giving a 1 star review.....this is the 2nd time here and always no spicy chicken, it's 8:29pm with 1 1/2 more hours till close and no spicy at all.....the worst thing is the bait and switch, I was online at KFC.com and it told me to go to this location for the $20 fill bucket meal, I lined up to find out they said they don't have it....they told me they have the 8 piece meal instead (it was identical to the $20 fill bucket but for $8.00 more), they also taped on .99 cents to the $5.00 meal.....being in the car business for over 20 yrs I'm familiar with bait and switch but for KFC to do it....it guess it's karma, SMH !!! If I could give no star I would !!! Your better off driving to skyline......
",Johnny H.,"
Daly City, CA",1
"

My girlfriend and I came in and was craving some taco bell and kfc. As we ordered our food, we saw the most generous, kind-hearted moment. I'm not sure but she looks like the owner. She helped a homeless person with food and even asked if he needed any money too?!!!
",Dennis L.,"
San Jose, CA",5
"
Fat lady in the back takes her time with your food and stares at you. Completely rude and will never come back!
",Nick G.,"
Daly City, CA",1
"
Excellent nuggets. So delicious!
Very nice place for a convenient snack.
",Bowen D.,"
Stanford, CA
",5
"
After blowing into the city after a short flight from San Diego, I crossed paths with this KFC advertising their Tuesday special of 2-pieces of chicken for $0.99.  Never one to turn down a good deal, I dropped in and ordered 4 orders, totaling 8 pieces of chicken.

I got 4 of the regular, 2 extra crispy, and 2 grilled pieces of chicken.  Since the turnover was so high during the busy day, the chicken was very fresh and piping hot.  My favorites were the original and grilled but I found that much of the oil had not drained from the extra crispy, making it a very oily eating experience.  Overall though, it's a great price for a decent fast food meal.

This binge session probably didn't do my diet much good and is making all of the exercise for naught.  But hey, I can't keep eating boring old salads can I?  Maybe once in a while isn't so bad.  I can't wait till next Tuesday!

Food: 7/10

Service: 5/10

Price: $

Atmosphere: 4/10
","Joe M.
","San Francisco, CA
",3
"
I've been to this KFC/Taco Bell a couple times.  It's average.  There aren't a lot of tables, but I've been to KFCs with less.  
My one note is the service has been a little slow each time I've been there.  Not horribly slow, but slow enough.  (It may have been because I was really hungry.)
",Nichole L.,"
San Diego, CA",3
"
I've been coming to this KFC since high school was just up the block. Boy, has it change since then. I would come in every so often and notice it has be on a down fall.

Last Saturday was the last straw. I came in during the dinner rush so I was already expecting it to be a little slow. But, 30 MINUTES for 12 piece meal slow?!?! I only noticed 4 workers. 2 in the back and 2 in the front. The young asian girl who took my order was on point though and was hauling ass placing orders and packing orders. The other young asian dude, not so much. Seem like he was trying to spit game at his girl co-worker the whole time and moving super slow packing orders. He had alot to say to his co-work, but not a word to me when he handed me my order finally. No Thank You no nothing. Asked him for KFC hot sauce, and just pointed to the empty sauce tray. Told him their out, he mean mugged me and grabbed some from under the counter and just tossed it into the tray. If I wasn't with my 2 kids and 10 years younger, I would of slapped the S**T out of him.

Also, wassup with them allowing all the homeless people to take up half of the store? There were 3 of them but had so many bags that took up the whole corner of the store (keep in mind the store isn't that big in the first place). Also had 3 big suitcases and bags blocking the entrance. I don't mine if they eat there, their paying customer as well, but have them leave their stuff outside or something. It was during dinner rush hour, there were no room for other customers to stand around waiting for their order to be SLOWLY made.

Extra star went to the young asian girl working the front. Will I be back, probably, but Popeye's will be my first option.
",Steven W.,"
San Francisco, CA
",2
"
Manager works his but off and moves the line along nicely, but the food is always a hit or miss. You'll either get super freshly cooked food or chicken that has been sitting under the warmer for probably over an hour. The place needs a serious steam cleaning especially the area near the soda fountain.
","Roger E.

","San Francisco, CA",3
"
This is the first one star review I have given, and there are many legitimate reasons. First of all, it's not like this restaurant is understaffed, but the service is just extremely slow. I waited in a two person line for around twenty minutes, and there were five staff members and a manager present. I was pretty relieved when I finally got my food, but then, I realized: the chicken tenders were stale, and the manager, without realizing it said oh, those are the mashed potatoes from lunch. This was at dinner time and they looked and tasted horrible. I am not happy about the service and the food here. I  hope this is the only time this will happen. Finally, all the menu prices are inconsistent, and there are no more daily deals or anything
",Justin C.,"
San Francisco, CA
",1
"This is so good! When i'm hungry it is a fast way to get food. It is sooooo delicious. I'm always hungry and this fills me up! The chicken is perfectly fried and the mac and cheese is perfectly creamy. I absolutely love the mashed potatoes and gravy too. And make sure to get a cookie! FRIED CHICKEN OF ALL KINDS ARE THE BEST!!
",Ariel H.,"
Calistoga, CA",5
"
I had to wait for 30min for my food. Noah took my order and gave me the wrong order tried to give me half full mash n gravy. Nothing ready ... I came in at 7pm n had to ask 4 a refund at 742pm...ridiculous
",Kim C.,"
San Francisco, CA",1
"
Chicken tastes good. Place is clean but most of all there is a nice lady that has been working there a long time and is the most upbeat lady. Fun, funny, proficient...If I had a company I would steal her away because she deserves a job where she could get paid properly for as good as she is. Her name is Paulette
",Brian S.,"
San Rafael, CA",5
"
The pieces of chicken are getting smaller, I got the two piece chicken box today and the chicken is definitely smaller, small drum and the thighs was half a thigh. Not a good value at all. How can KFC stay in business, they have lost mine for sure
",Charles W.,"
San Francisco, CA
",1
"

Just because the lady with the glasses that works at the register is super friendly! She really is. I swear, every time I go to this KFC, she is working!!
Do not go from Mon-Fri between the times of 11am-12:30pm...Abraham Lincoln High School is right up the block so the students have off campus lunch. Basically every eating spot on Taravel St. between 19th Ave and 27 Ave is filled with students. Not worth dealing with them so it's best to wait till their lunch is over.
Overall, this KFC/Taco Bell location is super tiny. Right at the corner. Not really the best place to eat you meal. It's also best to take it to-go.
",Darrell N,"
Ingleside, San Francisco, CA
",3
"
Better than Irving. Friendlier, cleaner, faster, and more efficient. I gave the Trainer on Irving a list of what pieces I want for what flavor chicken and he still messed up. Taraval got it right.
","C T.
","San Francisco, CA
",4
"
Had to stop in for a quick lunch and  was ""greeted"" by Paulette. By ""greet"" I mean she said, ""What do you want."" There was absolutely no one else there except one person who had already received his order.  I gave her my order and she said that I needed to give her the number.  I again gave her my order and she grunted and rang me up and my order was wrong.  I didn't expect much from KFC, but I do expect to be greeted curiously and my order taken correctly.  Hope they give Paulette some much needed customer service training!
",Steve F.,"
San Francisco, CA
",1
"
Just got home from my attempt to buy a KFC dinner for the family.
I asked for a twelve piece deal of original recipe white meat and they were all out. I asked how long for another batch to be made and the fellow behind the counter said five minutes But they were already sold. WFF it's five o'clock and they don't have any white meat ready??? With that I turned around and left. I drove to 20th and Irving but there was eight people in line and no parking for blocks.
No KFC for us tonight.",Steven S.,"
San Francisco, CA
",1
"
I'm not one to waste my time on fast food reviews but this was horrible! The register jockey was in some sort of competition to take my order as quickly as possible, i made it a point to answer her veeeeerrrry sloooowwly...

I give this place 2 stars, one for cleanliness and one for being a pretty classy looking KFC but at the end of the day this place made me feel more processed than the food.
Small mac n cheese. Rip off!
",Alex E.,"
Millbrae, CA",2
"
I love the beef doubledilla. Excellent blend of yummy grease and fried tortilla goodness
",Selby C.,"
San Francisco, CA",4
"
319 check-ins
Someone once asked me, ""You don't eat there, do you?"" referring to the KFC nearby.

To which I responded, ""No.  Of course not.  I take it to go.""  

They were not pleased with my answer.  Whatever.  Sometimes I just can't resist the Colonel's 11 herbs and spices.
",J. P.,"
San Francisco, CA
",4
"
one day I decided to walk  into kfc and get some mashed potatoes and I specificaly asked for ONELESS mashed potatoes. And guess what I found bitches, bones...in my mf mashed potatoes. Popeyes is better.
","Nadia T.
","Frisco, TX",1
"
Came in to order some chicken, only three people working in the whole restaurant during the dinner rush. Took me more than 25 minutes to get to order and another 15 minutes to get my food.
",Stephen C.,"
San Francisco, CA",1
"
KFC is just KFC.. But there is something special with this one.. Their hot wings taste weird. There is an aftertaste that I can't determinate. Definitively not the same with hot wings from other KFCs.
You can remove the aftertaste if you heavily dip them into their chili sauce served in the black bags.
",Jean-Yves F.,"
San Francisco, CA
",2
"
The KFC I frequent the most is the one on Irving and and 20th Ave.  Until the chicken got bad.  I posted a review on yelp about that same location.  

So I decided to try out this location on Traval street.  I purchased the two piece thigh/leg special for $1.49 on Tuesday.  Same cost as the other location.  What a HUGE difference.  The chicken pieces are bigger than the Irving street one.  Nice golden color and not dark brown.  And no greasy dark brown oil on the bottom of the bucket like that of Irving street.  I took a bite into the Spicey Chicken and it tasted good!  As if I've never eaten real KFC in the past.  Now THIS is how KFC chicken is supposed to taste like.  Not the half-ass chicken that the Irving Street location serve.  

I would have given this location a five star.  Mainly because the few times I've went to this location, one of the employees scares the hell out of me.  She's a larger African American woman, named Paulette, working the counter taking the orders.   She's never done anything to me personally.  But the few times I've been there, she's always yelling or barking at her employees.  A few times, she'll be doing the same to the customer.  Like a Drill Sargent talking really LOUD!  I'm sure she's just in the zone barking the same questions to the customers.  ""DO YOU WANT ORIGINAL, SPICEY or CRISPY!!!""  And she does it LOUD!!!  I watch where while standing in line and it freaks and confuses the customers sometimes.  When I get up to there, I make my order to the point.  ""I want an order of the Tuesday special in original to go""... Then she'll bark, ""HOW MAN ORDERS?!""  (I already told her an order), so I say, just one order.  Then she'll bark, ""DO YOU WANT ORIGINAL, SPICEY or CRISPY!!!"" (i already told her original) so I tell her again, original.  Then she asks, ""FOR HERE OR TO GO?!!""... Dude... you're taking orders... You REALLY need to listed to the customers instead of barking all the time.  She's like the Soup Nazi from the Seinfeld show.  Mean as hell.

Other that that, the chicken in this location us finger lickin' good!
",Jack L.,"
San Francisco, CA
",4
"
You're Chinese if you love chicken.
You're Chinese if you love deals.
You're Chinese if you love Tuesday 99 cent - 2 pc leg and thigh deals.
You're Chinese if you love to maximize your deals by going for 2 orders.
You're Chinese if you don't mind waiting for 20 minutes in line.
You're Chinese if you gripe about paying 60 cents for the meter.
You're Chinese. Yes you are. You have a little in you.
Fact!
","Sam T.
","
San Francisco, CA",3
"
So after I turned in my Oprah coupon at Irving Street, I took my other coupon and ran over to Taraval Street.  The chicken here was a lot bigger.  Like twice as big.  You'd think they'd get a standard size of chicken, but I guess not.  But the line was also twice as big, probably since Lincoln high is right around the corner.  No surprises there.

And the manager?  Man, you could tell she was in the zone.  She was barking orders to her team, and even the people in line, like a drill sergeant.  If anything, it was kind of funny.  I mean, it is KFC after all.

Anyway, I guess I have a lot more to say about this KFC other than the free chicken.  I've been going to this KFC for almost 20 years now.  I can't even believe that I can say that about any place, let along about a fast food restaurant.  All the finger-lickin' memories.  Hanging here with a jr. high school buddy on hot summer days.  Picking up honey bbq wings with a girlfriend on rainy after school afternoons.  

Good luck trying to park here, they've got a few spaces in the back, but it always seems to be full when you need it the most.
",Tony L.,"
San Francisco, CA
",2
"
Ok, guys.  I'd like to share something. My name is Lisa X. And I have a problem...I'm addicted to Tuesday chicken specials.  No matter where it is, KFC or Popeye's you'll see me there every Tuesday. I think one week I strayed away from those delicious fried suckers, but I always seem to find my way to them (or it the other way around?).

This branch always has a long line and I always see the usual Tuesday suspects. It's one of the smaller KFC/Taco Bells I've seen. Being a chain, you get the same stuff you see in all stores so I won't go into detail about all the happenings here. Here are some things to look out for:
-they run out of chicken fast so if you want a certain kind (grilled, crispy, or original) be prepared to have an alternate
-there are only like ten seats so you might as well take your grub home
-there's no restroom
-sometimes they don't have chicken pot pie (this made me sad one week)

Other than that, this is the usual KFC. The two guys that run the registers are pretty nice.  They're nicer than most fast food cashiers if you ask me.  If anyone needs a chicken buddy on Tuesday, hit me up,
",Lisa X.,"
San Francisco, CA
",3
"
Change of management or something, but I love the Relief manager there.  He knows what he's doing to get customers to come back!

I havent come here since high school until today.  After watching some tv, and KFC commercials keep popping up, I decided that we were going to have it for dinner tonight.

DANG, so many people were in line!  

We got the UNBEATABLE FEAST for $17.99 this came with
10 piece chicken bucket
5 corn on a cobb
5 biscuits
2lbs mash potatoe w/gravy
1lb cole slaw

We asked for original, but they were out......he said we should wait 10mins, because it is worth the wait, it will be REALLY fresh.  So we decided to wait, and he gave us 2 free drinks because we were so understanding.  :D  I think HE was the understanding one.  I sipped on strawberry Fanta as we waited and it was faster than expected. Then before we left, the manager shook my mom's hand, and thanked her again for her patience.  

Yes, kfc is bad for you, but once in a while its aightttttttttt.  Id def come back to this location again.

He was right, food was hot and fresh!  So was the cole slaw!!  My sister in law said it tasted different, YEAH, because it was FRESH!
","kim w.
","San Francisco, CA
",5
"
I was very disappointed in this KFC. I used to think it was fine but now I just cannot tolerate the bad customer service and how they make the food here. The last time I ordered a chalupa the outside was nearly burned! I never had an almost burned chalupa before. Way to ruin one of my favorite foods. I ordered tacos supreme and some other item with chicken, a side mashed potatoes and a biscuit. This lady was rude and not at all friendly. So I'm guessing they don't care about customers. Also I saw this other lady who threw my nachos in the bag like they weren't going to crack. So rough. I can see that the people who work here don't take pride in their work who would rather watch T.V. Next time I want KFC I will travel all the way to Irving st. instead
",Carmen L.,"
San Francisco, CA",1
"
KFC and Super Bowl.  KFC and Super Bowl.  A perfect match.  How do I know?  You show up and the paid receipts line up in a long row on the counter and a ton of guys are there picking up their red & white buckets.  It was a bucket kind of day.  Can't you picture it like a 3 milliion bucks commerical?  Big bellied guy with other big bellied guys on the the couch, KFC bucket, chips, salsa, guacamole, beer and  soda and feet up on the coffee table, followed by shouting, jumping and yelling,
What was I doing there?  Going for the petite food - hot wings, crispy, moist and a zang of spiciness. Ahhhhh.
","Ry T.
","San Francisco, CA",3
"One of the KFCs that has a combo Taco Bell with it.  The owner has a pic of himself in a tux hanging on the wall near the soda machine.  Seriously, haven't seen him working there in ages.  The frequent hang-out by the local high schoolers looking for a ""no longer cheap"" snack after school or lunch meal.  A few of them hit the local Safeway for a sandwich or the Safeway fried chicken.  Nothing much you can say about KFC, this place has very limited seating, better for take-out.  The food's the same compared to other KFCs, the corn on a cob is a bit overdone. If you're doing takeout, better to make sure they gave you everything. They forgot to pack an item once after we got home & I had to turn around & drive back to get it after I called to tell them.","Ry T.
","San Francisco, CA",3
"
expect a problem when you come to this KFC. orders wrong, flies every where dirty tables. I've either witnessed someone get a wrong order or experienced getting the wrong order. a few times I had orders packed incorrectly so by the time I got home mashed potatoes were  all over the place. I come to this one out of convenience and the occasional craving for greasy chicken so you get what you pay for right?
","Pat M.
","San Francisco, CA",1
"
When i was really young, my grandma used to push me in a stroller down and around Lincoln High School, sometimes when i was a good boy she would push me down to KFC and get me a chicken little.

Boy i loved those chicken littles, they were small and simple. This was probably the only reason why i enjoyed KFC, unfortunetley they took those away and tried to bring it back but failed quite horribly..

I remember trying it again and realized how dry and tastless they were..i wish i never went back to try it~ o well at least the memories of how wonderful it tasted still lingers in my mind~

my grandpa likes fried chicken...unfortunetly there are no Popeyes close by so hes only been able to enjoy KFC...but its always a great time whenever I bring some KFC over. Funny how these places can bring back lots of memories~ *sniff*
","phillip w.
","San Francisco, CA
",3
"
Imma be fat if my boyfriend doesn't stop craving kfc!!! T____T

It's really close to home and supposedly has better spicy fried chicken than other places. The workers are really nice and probably remember us by now cuz we go so often :X

They have great deals in random days and ( if you like those honey BBQ wings) you can ask them to dip ur chicken in BBQ sauce and they'll do it at no extra cost! Awesomeee

Parking is easy too
",Christine M,".
San Francisco, CA
",4
"
I mean who isn't a sucker for fried chicken.  I mean really.  Don't even try to tell me you don't sometimes have one of those days were you want to just consume deep fried meat products.  

But damn this KFC for existing.  I shouldn't be able to satisfy my fried chicken craving so easily.  It's frustrating to have the lack of my will power always being rubbed in my face with each new bite of delicious golden fried goodness.

Oh and no KFC, I don't want grilled chicken.  Don't you know me, I thought we had been through some things over the years.  You know I like it fried.  Hot and fried.  How dare you.
",Chelsea C.,"
San Francisco, CA",2
"
I come here every other week, I can eat  fried chicken all the time and it's easier than having to cook. The girls (Paulette and Iris) runs this place like nobody's business. Came in once  when the Lincoln kids were having lunch and couldn't believe how quickly Iris and Paulette got everyone in and out. Another time, a homeless person was in line before me and Paulette treated him like an old friend with kindness and respect. BTW, the fried chicken is not bad either. Love the HOT WINGS.  I alternate between Popeye's and KFC but every time I come here, I feel like I'm visiting with friends and I get to bring home fried chicken.
",Theresa W.,"
San Francisco, CA",5
"
Close to boyfriend's place. Pretty yummy chicken. I still like Popeyes over KFC. Just sayin. ;)
","Amy C.
","Newark, CA",3
